Company,TypeName,Inches,Ram,OpSys,Weight,Res_Width,Res_Height,Touchscreen,PanelType,SSD(GB),HDD(GB),ClockSpeed(GHz),CPU,GPU,Price
Apple,Ultrabook,12.0,8,Mac OS X,0.92,2304,1440,False,IPS Panel Retina Display,512,0,1.2,Intel Other,Intel HD Graphics,1279.0
Asus,Notebook,15.6,16,Windows 10,2.2,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1749.0
MSI,Gaming,17.3,16,Windows 10,2.43,1920,1080,False,IPS Panel,256,1000,2.6,Intel Core i7,Nvidia GTX,1948.99
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.191,1920,1080,True,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,999.0
Asus,Gaming,17.3,16,Windows 10,2.9,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1949.0
Acer,Netbook,11.6,2,Chrome OS,1.3,1366,768,False,Unknown,32,0,1.5,Intel Other,Intel HD Graphics,174.0
Acer,Notebook,17.3,4,Windows 10,3.3,1600,900,False,Unknown,0,1000,2.0,Intel Core i3,Nvidia GeForce,598.0
Lenovo,Notebook,17.3,8,No OS,2.8,1600,900,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,539.0
Lenovo,Gaming,15.6,8,Windows 10,2.6,1920,1080,False,IPS Panel,128,1000,2.6,Intel Core i7,Nvidia GTX,1272.0
Acer,2 in 1 Convertible,14.0,8,Windows 10,1.2,1920,1080,True,IPS Panel,256,0,1.3,Intel Core i7,Intel HD Graphics,1149.0
Lenovo,Notebook,15.6,8,Windows 10,2.3,1920,1080,False,IPS Panel,256,0,2.6,Intel Core i7,Intel HD Graphics,1529.0
MSI,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,128,1000,2.6,Intel Core i7,Nvidia GTX,1476.11
HP,Notebook,15.6,6,Windows 10,2.1,1920,1080,False,Unknown,0,1000,2.7,AMD,AMD,529.0
Dell,Ultrabook,12.5,8,Windows 7,1.26,1920,1080,True,Unknown,256,0,2.4,Intel Core i5,Intel HD Graphics,1713.37
Dell,2 in 1 Convertible,15.0,4,Windows 10,2.08,1920,1080,True,Unknown,0,500,2.4,Intel Core i3,Intel HD Graphics,509.0
Asus,Notebook,15.6,4,Windows 10,2.65,1366,768,False,Unknown,0,1000,1.6,Intel Other,Intel HD Graphics,309.0
Dell,Ultrabook,13.3,8,Windows 10,1.29,3200,1800,True,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1477.0
Dell,Notebook,15.6,4,Linux,2.18,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,521.86
Lenovo,Gaming,15.6,16,Windows 10,2.6,1920,1080,True,IPS Panel,128,1000,2.6,Intel Core i7,Nvidia GTX,1029.0
MSI,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1149.0
Lenovo,Netbook,12.5,16,Windows 10,1.3,1920,1080,True,IPS Panel,512,0,2.5,Intel Core i7,Intel HD Graphics,1650.0
Razer,Gaming,14.0,16,Windows 10,1.95,1920,1080,False,Unknown,1000,0,2.8,Intel Core i7,Nvidia GTX,3499.0
Dell,Notebook,15.6,8,Windows 10,2.3,1366,768,True,Unknown,0,1000,2.4,Intel Core i3,Intel HD Graphics,469.01
MSI,Gaming,17.3,16,Windows 10,2.7,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1598.0
Apple,Ultrabook,11.6,4,Mac OS X,1.08,1366,768,False,Unknown,256,0,1.6,Intel Core i5,Intel HD Graphics,959.0
HP,Notebook,15.6,4,Windows 10,2.1,1920,1080,False,Unknown,0,1000,2.0,Intel Core i3,Intel HD Graphics,478.0
HP,Ultrabook,14.0,8,Windows 7,1.54,2560,1440,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,2198.19
Dell,Notebook,15.6,4,Windows 7,2.24,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,737.0
MSI,Gaming,15.6,8,Windows 10,2.3,1920,1080,False,Unknown,128,1000,2.6,Intel Core i7,Nvidia GTX,1169.0
Lenovo,Notebook,13.3,16,Windows 10,1.4,1920,1080,False,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,1499.0
Lenovo,Notebook,15.6,6,Windows 10,2.2,1920,1080,False,Unknown,256,0,3.6,AMD,AMD,597.57
Asus,Ultrabook,13.3,8,Windows 10,1.45,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,1280.0
Acer,Notebook,15.6,4,Linux,2.4,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,361.8
Dell,2 in 1 Convertible,17.3,16,Windows 10,2.77,1920,1080,True,Unknown,512,0,2.7,Intel Core i7,Nvidia GeForce,1799.0
HP,Notebook,14.0,4,Windows 7,1.54,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1099.99
Asus,Gaming,15.6,16,Windows 10,2.5,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,1600.0
Dell,Notebook,14.0,4,Windows 10,1.6,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,875.0
Asus,Gaming,15.6,16,Windows 10,2.34,1920,1080,False,IPS Panel,256,1000,2.6,Intel Core i7,Nvidia GTX,2325.0
Lenovo,Notebook,15.6,8,No OS,2.3,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,573.0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,3200,1800,True,Unknown,256,0,1.2,Intel Core i5,Intel HD Graphics,1813.0
Dell,Notebook,15.6,4,Linux,2.2,1366,768,False,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,324.0
HP,Notebook,15.6,4,Windows 10,1.86,1366,768,False,Unknown,0,500,2.5,AMD,AMD,399.0
Lenovo,Notebook,15.6,6,Windows 10,2.4,1920,1080,False,Unknown,128,0,2.3,Intel Core i3,Nvidia GeForce,569.0
Lenovo,Notebook,14.0,8,Windows 10,1.9,1920,1080,False,IPS Panel,256,0,2.3,Intel Core i5,Intel HD Graphics,1072.0
Dell,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,443.99
Asus,Notebook,15.6,4,Windows 10,2.0,1366,768,False,Unknown,0,1000,1.1,Intel Other,Intel HD Graphics,339.0
Asus,Gaming,17.3,16,Windows 10,4.0,1920,1080,False,IPS Panel,128,1000,2.6,Intel Core i7,Nvidia GTX,1900.0
Dell,Notebook,15.6,4,Windows 10,2.29,1366,768,False,Unknown,0,500,2.0,Intel Core i3,Intel HD Graphics,490.0
Lenovo,Notebook,15.6,8,Windows 7,2.32,1920,1080,False,Unknown,0,1000,2.5,Intel Core i7,AMD,895.0
MSI,Gaming,15.6,8,Windows 10,2.4,1920,1080,False,Unknown,128,1000,2.6,Intel Core i7,Nvidia GTX,1229.0
Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,1920,1080,True,Unknown,128,0,2.3,Intel Core i5,Intel HD Graphics,833.01
Asus,Ultrabook,13.3,8,Windows 10,1.2,1920,1080,False,IPS Panel,512,0,0.9,Intel Other,Intel HD Graphics,729.0
Dell,Notebook,15.6,6,Windows 10,2.3,1366,768,False,Unknown,0,1000,2.4,Intel Core i3,Intel HD Graphics,459.0
Acer,Notebook,15.6,4,Linux,2.4,1366,768,False,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,289.0
Dell,Notebook,15.6,2,Windows 10,2.2,1366,768,False,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,379.0
Lenovo,Notebook,15.6,8,Windows 10,2.6,1920,1080,False,IPS Panel,0,1000,2.6,Intel Core i7,Nvidia GTX,899.0
HP,Notebook,15.6,6,Windows 10,2.04,1920,1080,False,Unknown,0,1000,2.9,AMD,AMD,549.99
Dell,Notebook,15.6,8,Linux,2.3,1366,768,False,Unknown,0,1000,2.7,Intel Core i7,AMD,805.99
HP,Netbook,11.6,2,Windows 10,1.17,1366,768,False,Unknown,32,0,1.6,Intel Other,Intel HD Graphics,209.0
Asus,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,0,500,2.5,Intel Core i7,Nvidia GeForce,720.32
Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,1920,1080,True,IPS Panel,128,0,2.5,Intel Core i7,Intel HD Graphics,638.0
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,3200,1800,True,IPS Panel,512,0,2.5,Intel Core i7,Intel HD Graphics,1499.0
Lenovo,Notebook,14.0,2,Windows 10,1.5,1366,768,False,Unknown,64,0,1.6,Intel Other,Intel HD Graphics,229.0
HP,Notebook,15.6,6,Windows 10,2.19,1366,768,False,Unknown,0,1000,2.5,Intel Core i7,AMD,764.0
